code,buyback_date
002550.SZ,2024-01-04
603456.SH,2024-01-05
600882.SH,2024-01-05
603518.SH,2024-01-05
002043.SZ,2024-01-06
000603.SZ,2024-01-06
603416.SH,2024-01-06
600875.SH,2024-01-06
001283.SZ,2024-01-09
002430.SZ,2024-01-09
003016.SZ,2024-01-09
000921.SZ,2024-01-09
000921.SZ,2024-01-09
603568.SH,2024-01-09
002279.SZ,2024-01-10
603530.SH,2024-01-10
601668.SH,2024-01-10
603799.SH,2024-01-10
603799.SH,2024-01-10
601211.SH,2024-01-11
000036.SZ,2024-01-11
002572.SZ,2024-01-12
000333.SZ,2024-01-12
002602.SZ,2024-01-12
603365.SH,2024-01-13
601899.SH,2024-01-13
002148.SZ,2024-01-13
603678.SH,2024-01-13
600501.SH,2024-01-13
605068.SH,2024-01-15
603612.SH,2024-01-15
002229.SZ,2024-01-15
600845.SH,2024-01-16
002570.SZ,2024-01-16
600285.SH,2024-01-17
000683.SZ,2024-01-17
002291.SZ,2024-01-17
600728.SH,2024-01-19
002968.SZ,2024-01-19
603368.SH,2024-01-19
605377.SH,2024-01-20
002312.SZ,2024-01-20
000661.SZ,2024-01-20
601016.SH,2024-01-20
603608.SH,2024-01-20
600261.SH,2024-01-20
000948.SZ,2024-01-20
000726.SZ,2024-01-20
603882.SH,2024-01-20
600572.SH,2024-01-23
000925.SZ,2024-01-23
600963.SH,2024-01-23
001215.SZ,2024-01-23
002324.SZ,2024-01-23
600888.SH,2024-01-24
002681.SZ,2024-01-24
603848.SH,2024-01-24
002373.SZ,2024-01-24
000568.SZ,2024-01-24
600298.SH,2024-01-24
603061.SH,2024-01-24
603501.SH,2024-01-24
002532.SZ,2024-01-24
600330.SH,2024-01-25
603077.SH,2024-01-25
002322.SZ,2024-01-25
603180.SH,2024-01-25
605066.SH,2024-01-25
600718.SH,2024-01-25
002965.SZ,2024-01-26
002859.SZ,2024-01-26
603551.SH,2024-01-26
603619.SH,2024-01-26
601800.SH,2024-01-27
605507.SH,2024-01-27
601208.SH,2024-01-27
003010.SZ,2024-01-27
002250.SZ,2024-01-27
002937.SZ,2024-01-29
601968.SH,2024-01-30
600867.SH,2024-01-30
600905.SH,2024-01-30
002405.SZ,2024-01-30
001256.SZ,2024-01-30
603179.SH,2024-01-31
002385.SZ,2024-01-31
002352.SZ,2024-01-31
603185.SH,2024-01-31
000589.SZ,2024-01-31
605133.SH,2024-02-01
600267.SH,2024-02-01
003029.SZ,2024-02-01
600703.SH,2024-02-01
600433.SH,2024-02-01
603516.SH,2024-02-01
002391.SZ,2024-02-01
603040.SH,2024-02-01
603606.SH,2024-02-01
002042.SZ,2024-02-01
002484.SZ,2024-02-01
002881.SZ,2024-02-01
603236.SH,2024-02-02
002970.SZ,2024-02-02
603998.SH,2024-02-02
002793.SZ,2024-02-02
603259.SH,2024-02-02
002635.SZ,2024-02-02
002212.SZ,2024-02-02
600222.SH,2024-02-02
002264.SZ,2024-02-02
002099.SZ,2024-02-03
000526.SZ,2024-02-03
605228.SH,2024-02-03
000926.SZ,2024-02-03
001222.SZ,2024-02-03
002138.SZ,2024-02-03
603758.SH,2024-02-03
003030.SZ,2024-02-03
002424.SZ,2024-02-03
603602.SH,2024-02-03
002645.SZ,2024-02-03
603551.SH,2024-02-03
002549.SZ,2024-02-03
603063.SH,2024-02-05
603517.SH,2024-02-05
600763.SH,2024-02-05
600363.SH,2024-02-05
600884.SH,2024-02-05
002506.SZ,2024-02-06
603956.SH,2024-02-06
600970.SH,2024-02-06
002139.SZ,2024-02-06
002666.SZ,2024-02-06
605358.SH,2024-02-06
600661.SH,2024-02-06
600212.SH,2024-02-06
603429.SH,2024-02-06
001324.SZ,2024-02-06
603158.SH,2024-02-06
603716.SH,2024-02-06
002273.SZ,2024-02-06
002951.SZ,2024-02-06
605167.SH,2024-02-06
600031.SH,2024-02-06
002803.SZ,2024-02-06
603656.SH,2024-02-06
002093.SZ,2024-02-06
605183.SH,2024-02-06
603708.SH,2024-02-06
002947.SZ,2024-02-06
605299.SH,2024-02-06
002008.SZ,2024-02-06
003012.SZ,2024-02-06
600022.SH,2024-02-06
003002.SZ,2024-02-06
603048.SH,2024-02-06
002587.SZ,2024-02-06
002111.SZ,2024-02-06
002582.SZ,2024-02-06
003010.SZ,2024-02-06
002351.SZ,2024-02-07
603818.SH,2024-02-07
002759.SZ,2024-02-07
603408.SH,2024-02-07
603969.SH,2024-02-07
001211.SZ,2024-02-07
600536.SH,2024-02-07
001283.SZ,2024-02-07
002663.SZ,2024-02-07
603399.SH,2024-02-07
603990.SH,2024-02-07
002627.SZ,2024-02-07
603800.SH,2024-02-07
002658.SZ,2024-02-07
600459.SH,2024-02-07
002375.SZ,2024-02-07
002908.SZ,2024-02-07
603558.SH,2024-02-07
002798.SZ,2024-02-07
605060.SH,2024-02-07
002960.SZ,2024-02-07
002169.SZ,2024-02-07
002376.SZ,2024-02-07
002641.SZ,2024-02-07
002879.SZ,2024-02-07
600746.SH,2024-02-07
603299.SH,2024-02-07
002909.SZ,2024-02-07
002925.SZ,2024-02-07
603629.SH,2024-02-07
002402.SZ,2024-02-07
600120.SH,2024-02-07
603687.SH,2024-02-07
002975.SZ,2024-02-07
003038.SZ,2024-02-07
603608.SH,2024-02-07
001209.SZ,2024-02-08
603039.SH,2024-02-08
603798.SH,2024-02-08
603660.SH,2024-02-08
001202.SZ,2024-02-08
003001.SZ,2024-02-08
002787.SZ,2024-02-08
001201.SZ,2024-02-08
603130.SH,2024-02-08
603822.SH,2024-02-08
002811.SZ,2024-02-08
600067.SH,2024-02-08
600131.SH,2024-02-08
002836.SZ,2024-02-08
603839.SH,2024-02-08
000850.SZ,2024-02-08
002117.SZ,2024-02-08
600826.SH,2024-02-08
603755.SH,2024-02-08
603203.SH,2024-02-08
002452.SZ,2024-02-08
002062.SZ,2024-02-08
600655.SH,2024-02-08
603378.SH,2024-02-08
603700.SH,2024-02-08
002404.SZ,2024-02-08
002858.SZ,2024-02-08
000818.SZ,2024-02-08
002225.SZ,2024-02-08
600173.SH,2024-02-08
605300.SH,2024-02-09
605068.SH,2024-02-09
003015.SZ,2024-02-19
600645.SH,2024-02-19
600227.SH,2024-02-19
603067.SH,2024-02-19
002753.SZ,2024-02-19
002398.SZ,2024-02-19
001360.SZ,2024-02-19
600641.SH,2024-02-19
002812.SZ,2024-02-19
603096.SH,2024-02-20
600362.SH,2024-02-20
002917.SZ,2024-02-20
603726.SH,2024-02-20
002885.SZ,2024-02-20
600738.SH,2024-02-20
603528.SH,2024-02-20
603356.SH,2024-02-20
603214.SH,2024-02-20
002820.SZ,2024-02-20
603683.SH,2024-02-20
603506.SH,2024-02-20
603166.SH,2024-02-20
002431.SZ,2024-02-20
002899.SZ,2024-02-20
002132.SZ,2024-02-20
002497.SZ,2024-02-20
001336.SZ,2024-02-20
002847.SZ,2024-02-20
002921.SZ,2024-02-20
002769.SZ,2024-02-20
600905.SH,2024-02-21
600080.SH,2024-02-21
601369.SH,2024-02-21
002634.SZ,2024-02-21
603978.SH,2024-02-21
601615.SH,2024-02-21
603950.SH,2024-02-21
603626.SH,2024-02-21
002910.SZ,2024-02-22
002382.SZ,2024-02-22
001299.SZ,2024-02-22
002494.SZ,2024-02-22
600543.SH,2024-02-22
002796.SZ,2024-02-22
002371.SZ,2024-02-22
002980.SZ,2024-02-22
603321.SH,2024-02-23
002212.SZ,2024-02-23
600525.SH,2024-02-23
603813.SH,2024-02-23
002718.SZ,2024-02-23
002819.SZ,2024-02-23
002683.SZ,2024-02-23
002830.SZ,2024-02-24
002760.SZ,2024-02-24
002162.SZ,2024-02-24
605089.SH,2024-02-24
603116.SH,2024-02-24
603217.SH,2024-02-24
603171.SH,2024-02-24
605069.SH,2024-02-24
600188.SH,2024-02-24
603879.SH,2024-02-27
600178.SH,2024-02-27
002459.SZ,2024-02-27
003028.SZ,2024-02-27
603219.SH,2024-02-27
605018.SH,2024-02-27
002671.SZ,2024-02-27
002520.SZ,2024-02-27
002459.SZ,2024-02-27
000534.SZ,2024-02-27
001309.SZ,2024-02-27
002009.SZ,2024-02-28
002436.SZ,2024-02-28
600843.SH,2024-02-29
603051.SH,2024-02-29
601615.SH,2024-02-29
603005.SH,2024-02-29
002389.SZ,2024-02-29
601012.SH,2024-03-01
002846.SZ,2024-03-01
603786.SH,2024-03-01
002501.SZ,2024-03-01
605287.SH,2024-03-02
002791.SZ,2024-03-02
002932.SZ,2024-03-02
600510.SH,2024-03-05
603276.SH,2024-03-05
600109.SH,2024-03-05
000576.SZ,2024-03-05
603986.SH,2024-03-06
603033.SH,2024-03-06
002594.SZ,2024-03-07
600662.SH,2024-03-08
603185.SH,2024-03-09
603185.SH,2024-03-09
603948.SH,2024-03-09
603185.SH,2024-03-09
603278.SH,2024-03-09
002286.SZ,2024-03-09
603259.SH,2024-03-09
002551.SZ,2024-03-10
600557.SH,2024-03-11
002600.SZ,2024-03-11
002768.SZ,2024-03-11
002554.SZ,2024-03-11
002657.SZ,2024-03-12
600501.SH,2024-03-12
600433.SH,2024-03-12
000623.SZ,2024-03-12
600479.SH,2024-03-12
605339.SH,2024-03-12
600060.SH,2024-03-12
002714.SZ,2024-03-12
600732.SH,2024-03-13
603998.SH,2024-03-13
601956.SH,2024-03-14
603396.SH,2024-03-14
000026.SZ,2024-03-14
002864.SZ,2024-03-14
600186.SH,2024-03-15
000837.SZ,2024-03-16
605588.SH,2024-03-16
600057.SH,2024-03-16
603233.SH,2024-03-16
002282.SZ,2024-03-19
000989.SZ,2024-03-19
600888.SH,2024-03-19
603083.SH,2024-03-19
002401.SZ,2024-03-19
000913.SZ,2024-03-20
000661.SZ,2024-03-20
600729.SH,2024-03-20
601126.SH,2024-03-20
002468.SZ,2024-03-21
003016.SZ,2024-03-21
600521.SH,2024-03-21
600389.SH,2024-03-22
603187.SH,2024-03-22
603877.SH,2024-03-22
600062.SH,2024-03-22
600750.SH,2024-03-23
603399.SH,2024-03-23
601686.SH,2024-03-23
003006.SZ,2024-03-23
003037.SZ,2024-03-23
002759.SZ,2024-03-25
002950.SZ,2024-03-26
600486.SH,2024-03-26
002648.SZ,2024-03-26
002410.SZ,2024-03-26
000680.SZ,2024-03-26
000629.SZ,2024-03-26
002709.SZ,2024-03-26
603161.SH,2024-03-26
600882.SH,2024-03-26
002410.SZ,2024-03-26
605336.SH,2024-03-27
000593.SZ,2024-03-27
603215.SH,2024-03-27
000795.SZ,2024-03-28
002972.SZ,2024-03-28
003000.SZ,2024-03-28
002151.SZ,2024-03-28
603317.SH,2024-03-28
605111.SH,2024-03-28
600814.SH,2024-03-28
000739.SZ,2024-03-28
603109.SH,2024-03-29
002068.SZ,2024-03-29
000898.SZ,2024-03-29
002895.SZ,2024-03-29
603367.SH,2024-03-29
002922.SZ,2024-03-30
000534.SZ,2024-03-30
002577.SZ,2024-03-30
002402.SZ,2024-03-30
002843.SZ,2024-03-30
002032.SZ,2024-03-30
000903.SZ,2024-03-30
002938.SZ,2024-03-30
003021.SZ,2024-03-30
002560.SZ,2024-03-30
600588.SH,2024-03-30
002678.SZ,2024-03-30
600673.SH,2024-03-30
600955.SH,2024-03-30
601633.SH,2024-03-30
000800.SZ,2024-03-30
002690.SZ,2024-03-30
600654.SH,2024-03-30
603408.SH,2024-03-30
600081.SH,2024-03-30
003027.SZ,2024-03-30
000962.SZ,2024-04-02
600855.SH,2024-04-02
600500.SH,2024-04-02
000725.SZ,2024-04-02
600850.SH,2024-04-02
600817.SH,2024-04-02
600171.SH,2024-04-02
002655.SZ,2024-04-03
600963.SH,2024-04-04
603567.SH,2024-04-04
600713.SH,2024-04-08
603456.SH,2024-04-09
601965.SH,2024-04-09
601965.SH,2024-04-09
002276.SZ,2024-04-11
600433.SH,2024-04-11
002552.SZ,2024-04-11
002148.SZ,2024-04-12
603713.SH,2024-04-12
000564.SZ,2024-04-12
000503.SZ,2024-04-12
002617.SZ,2024-04-12
601519.SH,2024-04-12
002873.SZ,2024-04-12
601777.SH,2024-04-13
601208.SH,2024-04-13
600353.SH,2024-04-13
002815.SZ,2024-04-13
002439.SZ,2024-04-13
002990.SZ,2024-04-13
603100.SH,2024-04-13
603883.SH,2024-04-13
603893.SH,2024-04-15
603893.SH,2024-04-15
002236.SZ,2024-04-16
002915.SZ,2024-04-16
603183.SH,2024-04-16
002518.SZ,2024-04-16
002859.SZ,2024-04-16
002819.SZ,2024-04-16
000581.SZ,2024-04-16
603995.SH,2024-04-16
600063.SH,2024-04-16
603882.SH,2024-04-16
605118.SH,2024-04-16
002398.SZ,2024-04-16
003001.SZ,2024-04-17
603281.SH,2024-04-17
002937.SZ,2024-04-18
002195.SZ,2024-04-18
600568.SH,2024-04-18
002003.SZ,2024-04-18
002167.SZ,2024-04-19
605589.SH,2024-04-19
002240.SZ,2024-04-19
601686.SH,2024-04-19
603138.SH,2024-04-19
601002.SH,2024-04-19
601366.SH,2024-04-19
002324.SZ,2024-04-19
600381.SH,2024-04-19
603900.SH,2024-04-19
600549.SH,2024-04-19
600698.SH,2024-04-20
002191.SZ,2024-04-20
603326.SH,2024-04-20
603489.SH,2024-04-20
600859.SH,2024-04-20
600429.SH,2024-04-20
603986.SH,2024-04-20
600990.SH,2024-04-20
603005.SH,2024-04-20
002415.SZ,2024-04-20
600571.SH,2024-04-20
603663.SH,2024-04-20
600975.SH,2024-04-20
603657.SH,2024-04-20
603095.SH,2024-04-23
002785.SZ,2024-04-23
600711.SH,2024-04-23
002902.SZ,2024-04-23
605365.SH,2024-04-23
600039.SH,2024-04-23
002840.SZ,2024-04-23
002937.SZ,2024-04-23
600169.SH,2024-04-23
600510.SH,2024-04-23
002413.SZ,2024-04-23
605090.SH,2024-04-23
002825.SZ,2024-04-23
002230.SZ,2024-04-23
603583.SH,2024-04-24
002687.SZ,2024-04-24
002056.SZ,2024-04-24
002271.SZ,2024-04-24
600718.SH,2024-04-24
002330.SZ,2024-04-24
002970.SZ,2024-04-24
002984.SZ,2024-04-24
603150.SH,2024-04-25
603237.SH,2024-04-25
603215.SH,2024-04-25
002841.SZ,2024-04-25
000635.SZ,2024-04-25
603087.SH,2024-04-25
600200.SH,2024-04-25
001301.SZ,2024-04-25
002511.SZ,2024-04-25
002842.SZ,2024-04-25
603162.SH,2024-04-25
002749.SZ,2024-04-25
002606.SZ,2024-04-25
002043.SZ,2024-04-25
603077.SH,2024-04-25
600400.SH,2024-04-25
603968.SH,2024-04-25
000930.SZ,2024-04-25
603218.SH,2024-04-25
002544.SZ,2024-04-25
603357.SH,2024-04-26
600557.SH,2024-04-26
605296.SH,2024-04-26
600664.SH,2024-04-26
603399.SH,2024-04-26
002568.SZ,2024-04-26
600664.SH,2024-04-26
002946.SZ,2024-04-26
600216.SH,2024-04-26
603587.SH,2024-04-26
000757.SZ,2024-04-26
000516.SZ,2024-04-26
600361.SH,2024-04-26
002962.SZ,2024-04-26
002634.SZ,2024-04-26
603588.SH,2024-04-26
001205.SZ,2024-04-26
600664.SH,2024-04-26
600198.SH,2024-04-26
603195.SH,2024-04-26
002611.SZ,2024-04-26
600877.SH,2024-04-26
600536.SH,2024-04-26
603856.SH,2024-04-26
002261.SZ,2024-04-26
002831.SZ,2024-04-26
603380.SH,2024-04-26
002829.SZ,2024-04-26
002979.SZ,2024-04-26
002180.SZ,2024-04-27
603960.SH,2024-04-27
603486.SH,2024-04-27
603486.SH,2024-04-27
603707.SH,2024-04-27
603289.SH,2024-04-27
002930.SZ,2024-04-27
600704.SH,2024-04-27
603633.SH,2024-04-27
001215.SZ,2024-04-27
603297.SH,2024-04-27
002925.SZ,2024-04-27
600278.SH,2024-04-27
000883.SZ,2024-04-27
002649.SZ,2024-04-27
002283.SZ,2024-04-27
600537.SH,2024-04-27
603439.SH,2024-04-27
600019.SH,2024-04-27
603322.SH,2024-04-27
002609.SZ,2024-04-27
000925.SZ,2024-04-27
603958.SH,2024-04-27
000723.SZ,2024-04-27
002957.SZ,2024-04-27
000056.SZ,2024-04-27
603660.SH,2024-04-27
600732.SH,2024-04-27
600901.SH,2024-04-27
603899.SH,2024-04-27
600579.SH,2024-04-27
002293.SZ,2024-04-27
600228.SH,2024-04-27
605369.SH,2024-04-27
603196.SH,2024-04-27
603915.SH,2024-04-27
000759.SZ,2024-04-27
600365.SH,2024-04-27
002765.SZ,2024-04-27
002420.SZ,2024-04-27
603261.SH,2024-04-27
603501.SH,2024-04-27
603803.SH,2024-04-27
600105.SH,2024-04-27
002885.SZ,2024-04-27
003029.SZ,2024-04-27
603256.SH,2024-04-27
001283.SZ,2024-04-27
002824.SZ,2024-04-29
003026.SZ,2024-04-29
600580.SH,2024-04-29
603201.SH,2024-04-29
002688.SZ,2024-04-29
002397.SZ,2024-04-29
002992.SZ,2024-04-29
603216.SH,2024-04-29
001314.SZ,2024-04-29
003003.SZ,2024-04-29
601117.SH,2024-04-29
002389.SZ,2024-04-29
603118.SH,2024-04-29
002363.SZ,2024-04-29
000877.SZ,2024-04-30
002229.SZ,2024-04-30
002605.SZ,2024-04-30
601126.SH,2024-04-30
603818.SH,2024-04-30
603665.SH,2024-04-30
605155.SH,2024-04-30
603363.SH,2024-04-30
000425.SZ,2024-04-30
601816.SH,2024-04-30
600887.SH,2024-04-30
002440.SZ,2024-04-30
600817.SH,2024-04-30
600079.SH,2024-04-30
002573.SZ,2024-04-30
000893.SZ,2024-04-30
600887.SH,2024-04-30
603203.SH,2024-04-30
600153.SH,2024-04-30
002036.SZ,2024-04-30
002036.SZ,2024-04-30
002036.SZ,2024-04-30
605336.SH,2024-04-30
000803.SZ,2024-04-30
000851.SZ,2024-04-30
600248.SH,2024-04-30
605366.SH,2024-04-30
000561.SZ,2024-04-30
603789.SH,2024-04-30
002892.SZ,2024-04-30
600480.SH,2024-04-30
002795.SZ,2024-04-30
003016.SZ,2024-04-30
603690.SH,2024-04-30
000790.SZ,2024-04-30
603355.SH,2024-04-30
002196.SZ,2024-04-30
002513.SZ,2024-04-30
601611.SH,2024-04-30
600477.SH,2024-04-30
603319.SH,2024-04-30
002272.SZ,2024-04-30
603378.SH,2024-04-30
603662.SH,2024-04-30
002103.SZ,2024-04-30
002693.SZ,2024-04-30
002426.SZ,2024-05-06
000701.SZ,2024-05-06
601138.SH,2024-05-07
001380.SZ,2024-05-07
603165.SH,2024-05-08
603655.SH,2024-05-09
002943.SZ,2024-05-09
002054.SZ,2024-05-09
002611.SZ,2024-05-10
002410.SZ,2024-05-10
003019.SZ,2024-05-10
002410.SZ,2024-05-10
002895.SZ,2024-05-10
605183.SH,2024-05-11
002219.SZ,2024-05-11
002212.SZ,2024-05-11
002141.SZ,2024-05-13
001228.SZ,2024-05-14
601069.SH,2024-05-14
603655.SH,2024-05-14
002126.SZ,2024-05-14
000922.SZ,2024-05-14
603596.SH,2024-05-14
603279.SH,2024-05-14
002803.SZ,2024-05-15
600702.SH,2024-05-15
000999.SZ,2024-05-15
002197.SZ,2024-05-15
600595.SH,2024-05-16
600276.SH,2024-05-16
603688.SH,2024-05-16
603017.SH,2024-05-16
600268.SH,2024-05-17
600576.SH,2024-05-17
002312.SZ,2024-05-18
600507.SH,2024-05-18
002329.SZ,2024-05-18
002390.SZ,2024-05-18
600123.SH,2024-05-18
603368.SH,2024-05-18
002422.SZ,2024-05-21
000825.SZ,2024-05-21
603919.SH,2024-05-21
603727.SH,2024-05-21
600252.SH,2024-05-22
002145.SZ,2024-05-22
000576.SZ,2024-05-22
002959.SZ,2024-05-23
001256.SZ,2024-05-23
001255.SZ,2024-05-23
600131.SH,2024-05-23
600619.SH,2024-05-23
603933.SH,2024-05-23
001259.SZ,2024-05-24
002688.SZ,2024-05-24
600095.SH,2024-05-24
002724.SZ,2024-05-24
002983.SZ,2024-05-25
001339.SZ,2024-05-28
603303.SH,2024-05-28
001205.SZ,2024-05-28
600486.SH,2024-05-28
003004.SZ,2024-05-28
600130.SH,2024-05-28
002312.SZ,2024-05-28
603019.SH,2024-05-28
603267.SH,2024-05-28
000421.SZ,2024-05-29
000935.SZ,2024-05-29
000726.SZ,2024-05-29
603658.SH,2024-05-29
002432.SZ,2024-05-29
605388.SH,2024-05-29
601231.SH,2024-05-30
603156.SH,2024-05-30
000987.SZ,2024-05-30
001230.SZ,2024-05-30
605138.SH,2024-05-30
000952.SZ,2024-05-30
603209.SH,2024-05-30
603055.SH,2024-05-30
002588.SZ,2024-05-31
002318.SZ,2024-05-31
002204.SZ,2024-05-31
000589.SZ,2024-05-31
603885.SH,2024-05-31
002980.SZ,2024-05-31
603725.SH,2024-06-01
600699.SH,2024-06-01
603657.SH,2024-06-01
000912.SZ,2024-06-01
002782.SZ,2024-06-04
001323.SZ,2024-06-04
600666.SH,2024-06-04
603289.SH,2024-06-04
000921.SZ,2024-06-04
603296.SH,2024-06-04
000568.SZ,2024-06-05
600370.SH,2024-06-05
603900.SH,2024-06-05
603588.SH,2024-06-05
003010.SZ,2024-06-05
603716.SH,2024-06-05
601633.SH,2024-06-05
002735.SZ,2024-06-05
601633.SH,2024-06-05
603379.SH,2024-06-05
601126.SH,2024-06-05
603650.SH,2024-06-05
601929.SH,2024-06-05
002050.SZ,2024-06-05
002396.SZ,2024-06-06
605338.SH,2024-06-06
002657.SZ,2024-06-06
000555.SZ,2024-06-06
601609.SH,2024-06-06
000503.SZ,2024-06-06
002812.SZ,2024-06-07
002166.SZ,2024-06-07
600581.SH,2024-06-07
002637.SZ,2024-06-07
603195.SH,2024-06-07
600884.SH,2024-06-07
600406.SH,2024-06-07
603306.SH,2024-06-07
603608.SH,2024-06-07
601519.SH,2024-06-07
603153.SH,2024-06-07
600438.SH,2024-06-07
603650.SH,2024-06-07
600884.SH,2024-06-07
603939.SH,2024-06-08
002965.SZ,2024-06-08
600422.SH,2024-06-08
603062.SH,2024-06-08
002266.SZ,2024-06-08
600787.SH,2024-06-08
603879.SH,2024-06-11
600566.SH,2024-06-11
603536.SH,2024-06-12
601609.SH,2024-06-12
603317.SH,2024-06-12
002387.SZ,2024-06-12
603339.SH,2024-06-12
002353.SZ,2024-06-12
605228.SH,2024-06-12
002132.SZ,2024-06-12
002264.SZ,2024-06-12
002728.SZ,2024-06-12
605266.SH,2024-06-12
603956.SH,2024-06-12
603938.SH,2024-06-12
600967.SH,2024-06-13
600728.SH,2024-06-13
603863.SH,2024-06-13
002206.SZ,2024-06-13
601969.SH,2024-06-13
600143.SH,2024-06-13
601366.SH,2024-06-13
603667.SH,2024-06-14
603032.SH,2024-06-14
603738.SH,2024-06-14
002860.SZ,2024-06-14
605338.SH,2024-06-14
001322.SZ,2024-06-14
605488.SH,2024-06-14
002727.SZ,2024-06-14
002317.SZ,2024-06-15
603638.SH,2024-06-15
002524.SZ,2024-06-15
603567.SH,2024-06-15
002074.SZ,2024-06-15
000963.SZ,2024-06-15
000333.SZ,2024-06-15
000333.SZ,2024-06-15
000333.SZ,2024-06-15
000333.SZ,2024-06-15
000627.SZ,2024-06-15
605277.SH,2024-06-15
000333.SZ,2024-06-15
603858.SH,2024-06-15
600373.SH,2024-06-17
002601.SZ,2024-06-18
605007.SH,2024-06-18
600803.SH,2024-06-18
605111.SH,2024-06-18
000400.SZ,2024-06-18
600998.SH,2024-06-18
000672.SZ,2024-06-18
002601.SZ,2024-06-18
603333.SH,2024-06-18
601666.SH,2024-06-19
002702.SZ,2024-06-19
605289.SH,2024-06-19
603327.SH,2024-06-19
603077.SH,2024-06-19
605286.SH,2024-06-19
603235.SH,2024-06-20
002557.SZ,2024-06-20
002957.SZ,2024-06-20
000526.SZ,2024-06-20
001313.SZ,2024-06-20
002084.SZ,2024-06-20
603117.SH,2024-06-20
601089.SH,2024-06-20
603980.SH,2024-06-20
601010.SH,2024-06-20
605266.SH,2024-06-21
600308.SH,2024-06-21
605339.SH,2024-06-21
603515.SH,2024-06-22
002215.SZ,2024-06-22
600227.SH,2024-06-22
002215.SZ,2024-06-22
600929.SH,2024-06-22
600227.SH,2024-06-22
002215.SZ,2024-06-22
603023.SH,2024-06-22
600594.SH,2024-06-22
605155.SH,2024-06-22
002812.SZ,2024-06-22
605088.SH,2024-06-22
002150.SZ,2024-06-22
002131.SZ,2024-06-24
600732.SH,2024-06-25
002255.SZ,2024-06-25
605488.SH,2024-06-25
603609.SH,2024-06-25
600031.SH,2024-06-25
002442.SZ,2024-06-25
605268.SH,2024-06-25
605296.SH,2024-06-25
605208.SH,2024-06-25
002035.SZ,2024-06-25
603773.SH,2024-06-25
000731.SZ,2024-06-25
000882.SZ,2024-06-25
603777.SH,2024-06-26
605177.SH,2024-06-26
001268.SZ,2024-06-26
000850.SZ,2024-06-26
000703.SZ,2024-06-26
600230.SH,2024-06-26
600231.SH,2024-06-26
603998.SH,2024-06-26
002024.SZ,2024-06-26
603659.SH,2024-06-26
600881.SH,2024-06-27
603786.SH,2024-06-27
600285.SH,2024-06-27
603168.SH,2024-06-27
600527.SH,2024-06-27
603776.SH,2024-06-27
603861.SH,2024-06-27
600061.SH,2024-06-27
603215.SH,2024-06-28
603681.SH,2024-06-28
600868.SH,2024-06-28
600817.SH,2024-06-28
002821.SZ,2024-06-28
002141.SZ,2024-06-28
000034.SZ,2024-06-28
002365.SZ,2024-06-28
600642.SH,2024-06-28
002327.SZ,2024-06-28
002327.SZ,2024-06-28
000598.SZ,2024-06-29
600963.SH,2024-06-29
603177.SH,2024-06-29
600426.SH,2024-06-29
600595.SH,2024-06-29
605588.SH,2024-06-29
600509.SH,2024-06-29
600475.SH,2024-06-29
603018.SH,2024-07-01
603612.SH,2024-07-01
000592.SZ,2024-07-01
603366.SH,2024-07-02
002430.SZ,2024-07-02
603833.SH,2024-07-02
002389.SZ,2024-07-02
603859.SH,2024-07-02
605066.SH,2024-07-02
601717.SH,2024-07-02
603112.SH,2024-07-02
603659.SH,2024-07-02
601005.SH,2024-07-03
600162.SH,2024-07-03
000813.SZ,2024-07-03
600298.SH,2024-07-03
600113.SH,2024-07-03
603171.SH,2024-07-03
603028.SH,2024-07-04
601880.SH,2024-07-04
002321.SZ,2024-07-04
603277.SH,2024-07-05
600643.SH,2024-07-05
600057.SH,2024-07-05
605287.SH,2024-07-05
000830.SZ,2024-07-06
002935.SZ,2024-07-06
605151.SH,2024-07-06
601500.SH,2024-07-06
601567.SH,2024-07-06
603901.SH,2024-07-06
600545.SH,2024-07-06
601633.SH,2024-07-06
603511.SH,2024-07-06
603055.SH,2024-07-06
603429.SH,2024-07-06
600522.SH,2024-07-08
001358.SZ,2024-07-09
600208.SH,2024-07-09
605189.SH,2024-07-09
600110.SH,2024-07-09
600867.SH,2024-07-09
002021.SZ,2024-07-09
002661.SZ,2024-07-09
600580.SH,2024-07-09
002057.SZ,2024-07-10
002705.SZ,2024-07-10
002988.SZ,2024-07-10
002203.SZ,2024-07-10
001316.SZ,2024-07-10
000953.SZ,2024-07-10
600487.SH,2024-07-10
603135.SH,2024-07-10
603272.SH,2024-07-10
600507.SH,2024-07-10
603458.SH,2024-07-10
605488.SH,2024-07-11
600867.SH,2024-07-11
003003.SZ,2024-07-11
603337.SH,2024-07-11
002821.SZ,2024-07-11
002821.SZ,2024-07-11
003017.SZ,2024-07-11
600488.SH,2024-07-11
603815.SH,2024-07-11
603801.SH,2024-07-11
003026.SZ,2024-07-11
603758.SH,2024-07-11
603876.SH,2024-07-12
002960.SZ,2024-07-12
000528.SZ,2024-07-12
002627.SZ,2024-07-12
002701.SZ,2024-07-12
000925.SZ,2024-07-12
002073.SZ,2024-07-12
603337.SH,2024-07-12
600337.SH,2024-07-13
002103.SZ,2024-07-13
603529.SH,2024-07-13
002640.SZ,2024-07-13
603312.SH,2024-07-13
600116.SH,2024-07-15
603800.SH,2024-07-16
002802.SZ,2024-07-16
605377.SH,2024-07-16
002431.SZ,2024-07-16
603201.SH,2024-07-16
